"Person","item"
376,"rolls/buns"
376,"pastry"
376,"waffles"
376,"hygiene articles"
377,"whole milk"
377,"frozen dessert"
377,"salty snack"
377,"napkins"
378,"tropical fruit"
378,"butter milk"
378,"rolls/buns"
378,"bottled water"
379,"bottled water"
380,"butter milk"
380,"yogurt"
381,"newspapers"
382,"coffee"
383,"bottled beer"
383,"liquor"
384,"onions"
384,"butter"
384,"whipped/sour cream"
384,"hard cheese"
384,"frozen vegetables"
384,"pasta"
384,"specialty fat"
384,"syrup"
384,"candy"
384,"napkins"
384,"cling film/bags"
385,"hamburger meat"
385,"hard cheese"
385,"frozen meals"
385,"pasta"
385,"dog food"
385,"salty snack"
385,"shopping bags"
386,"sausage"
386,"liver loaf"
386,"other vegetables"
386,"cream cheese "
386,"pastry"
386,"soap"
386,"shopping bags"
387,"hard cheese"
387,"pastry"
387,"napkins"
388,"sausage"
388,"tropical fruit"
388,"condensed milk"
388,"rolls/buns"
389,"hamburger meat"
390,"onions"
390,"whole milk"
390,"beverages"
390,"frozen dessert"
391,"coffee"
392,"shopping bags"
393,"yogurt"
393,"rolls/buns"
393,"pastry"
393,"bottled water"
393,"soda"
393,"shopping bags"
394,"soda"
395,"sliced cheese"
396,"sausage"
396,"whole milk"
396,"coffee"
397,"yogurt"
397,"chocolate"
398,"domestic eggs"
398,"rolls/buns"
398,"dish cleaner"
398,"hygiene articles"
399,"whole milk"
400,"meat"
400,"other vegetables"
400,"whole milk"
400,"whipped/sour cream"
401,"dish cleaner"
401,"bathroom cleaner"
401,"hygiene articles"
401,"napkins"
402,"other vegetables"
402,"red/blush wine"
403,"whole milk"
403,"butter milk"
403,"yogurt"
403,"sliced cheese"
403,"rolls/buns"
403,"sweet spreads"
403,"coffee"
403,"fruit/vegetable juice"
403,"long life bakery product"
403,"shopping bags"
404,"other vegetables"
404,"whole milk"
404,"rolls/buns"
404,"Instant food products"
405,"tropical fruit"
405,"other vegetables"
406,"baking powder"
406,"bottled water"
406,"salty snack"
406,"chewing gum"
407,"specialty bar"
408,"ice cream"
409,"frankfurter"
409,"yogurt"
410,"canned beer"
411,"bottled water"
412,"other vegetables"
412,"whole milk"
412,"rolls/buns"
412,"margarine"
412,"bottled water"
412,"bottled beer"
413,"citrus fruit"
413,"tropical fruit"
413,"onions"
413,"other vegetables"
413,"shopping bags"
414,"sausage"
414,"ham"
414,"hamburger meat"
414,"whole milk"
414,"soda"
414,"softener"
414,"newspapers"
415,"domestic eggs"
415,"rolls/buns"
415,"specialty bar"
415,"napkins"
416,"pork"
416,"citrus fruit"
416,"tropical fruit"
416,"root vegetables"
416,"other vegetables"
416,"curd"
416,"hygiene articles"
417,"specialty cheese"
417,"frozen vegetables"
417,"coffee"
417,"soda"
417,"fruit/vegetable juice"
417,"salty snack"
418,"pork"
418,"citrus fruit"
418,"pip fruit"
418,"yogurt"
418,"fruit/vegetable juice"
418,"sparkling wine"
419,"beef"
419,"berries"
419,"whipped/sour cream"
419,"domestic eggs"
419,"rolls/buns"
420,"other vegetables"
420,"pet care"
421,"chicken"
421,"yogurt"
421,"sliced cheese"
421,"rolls/buns"
421,"chewing gum"
421,"dishes"
422,"soda"
422,"chewing gum"
423,"whole milk"
424,"rolls/buns"
425,"bottled beer"
426,"root vegetables"
426,"pastry"
426,"bottled water"
426,"male cosmetics"
427,"pastry"
428,"berries"
428,"pet care"
428,"cake bar"
428,"shopping bags"
429,"citrus fruit"
429,"tropical fruit"
429,"root vegetables"
429,"yogurt"
429,"canned vegetables"
429,"bottled water"
429,"soda"
429,"softener"
430,"whole milk"
430,"oil"
430,"canned fruit"
430,"fruit/vegetable juice"
431,"soda"
431,"misc. beverages"
432,"bottled water"
432,"soda"
433,"tropical fruit"
433,"other vegetables"
433,"rolls/buns"
434,"salty snack"
435,"bottled water"
435,"canned beer"
436,"chocolate"
437,"citrus fruit"
437,"UHT-milk"
437,"cream cheese "
437,"frozen vegetables"
438,"bottled water"
438,"canned beer"
438,"male cosmetics"
439,"onions"
439,"other vegetables"
439,"pastry"
439,"bottled water"
439,"soda"
439,"napkins"
440,"dessert"
440,"oil"
440,"cat food"
440,"soda"
441,"beef"
441,"other vegetables"
441,"whole milk"
441,"frozen potato products"
441,"rolls/buns"
441,"oil"
441,"margarine"
441,"coffee"
441,"dental care"
441,"hygiene articles"
441,"newspapers"
442,"rolls/buns"
442,"zwieback"
442,"bottled water"
442,"misc. beverages"
442,"bottled beer"
442,"canned beer"
442,"brandy"
443,"beef"
443,"tropical fruit"
443,"root vegetables"
443,"onions"
443,"other vegetables"
443,"instant coffee"
443,"soda"
444,"soda"
445,"coffee"
445,"hygiene articles"
446,"rolls/buns"
446,"brown bread"
446,"bottled water"
447,"pork"
447,"beef"
447,"hamburger meat"
447,"other vegetables"
447,"whole milk"
447,"frozen vegetables"
447,"rolls/buns"
447,"margarine"
447,"shopping bags"
448,"soda"
448,"canned beer"
448,"liquor (appetizer)"
448,"hygiene articles"
448,"napkins"
448,"newspapers"
449,"sausage"
449,"ham"
449,"other vegetables"
449,"ice cream"
449,"white bread"
450,"beef"
450,"root vegetables"
450,"other vegetables"
450,"rolls/buns"
450,"sugar"
451,"whole milk"
451,"butter"
451,"bottled water"
451,"bottled beer"
452,"pork"
452,"ice cream"
452,"hygiene articles"
452,"house keeping products"
453,"berries"
453,"packaged fruit/vegetables"
453,"whole milk"
453,"ice cream"
453,"fruit/vegetable juice"
453,"salty snack"
453,"specialty bar"
454,"sausage"
454,"other vegetables"
454,"curd"
454,"yogurt"
454,"whipped/sour cream"
454,"frozen vegetables"
454,"rolls/buns"
454,"roll products "
455,"bottled water"
455,"misc. beverages"
455,"cling film/bags"
456,"tropical fruit"
456,"other vegetables"
456,"packaged fruit/vegetables"
456,"whole milk"
456,"hard cheese"
456,"frozen dessert"
456,"rice"
456,"bottled water"
457,"herbs"
457,"bottled water"
458,"yogurt"
458,"rolls/buns"
459,"Instant food products"
460,"specialty chocolate"
461,"coffee"
462,"bottled beer"
462,"liquor"
463,"beef"
463,"root vegetables"
464,"whole milk"
464,"honey"
464,"waffles"
465,"frankfurter"
465,"rolls/buns"
465,"pastry"
465,"snack products"
465,"specialty bar"
466,"frankfurter"
466,"sausage"
466,"liver loaf"
466,"root vegetables"
466,"curd"
466,"frozen vegetables"
466,"rolls/buns"
466,"semi-finished bread"
466,"hygiene articles"
466,"photo/film"
467,"other vegetables"
467,"whole milk"
467,"cream cheese "
468,"frankfurter"
468,"root vegetables"
468,"pickled vegetables"
468,"soda"
468,"seasonal products"
469,"whole milk"
469,"rolls/buns"
469,"newspapers"
470,"frankfurter"
470,"margarine"
470,"dental care"
471,"other vegetables"
471,"salty snack"
472,"bottled water"
472,"shopping bags"
473,"pork"
473,"onions"
473,"whole milk"
473,"butter"
473,"rolls/buns"
473,"pastry"
473,"rum"
473,"hygiene articles"
474,"bottled water"
475,"other vegetables"
475,"whipped/sour cream"
475,"specialty cheese"
475,"domestic eggs"
476,"hamburger meat"
476,"whole milk"
476,"curd"
476,"pasta"
476,"canned beer"
477,"hamburger meat"
477,"citrus fruit"
477,"other vegetables"
478,"shopping bags"
479,"whole milk"
479,"cream cheese "
479,"soda"
479,"fruit/vegetable juice"
480,"ice cream"
481,"pastry"
481,"bottled water"
482,"ham"
482,"pip fruit"
482,"whole milk"
482,"curd"
482,"dessert"
482,"butter milk"
482,"whipped/sour cream"
482,"sliced cheese"
482,"cream cheese "
482,"white bread"
482,"coffee"
482,"long life bakery product"
482,"chocolate"
482,"baby cosmetics"
483,"frankfurter"
483,"soda"
484,"sausage"
484,"turkey"
484,"beef"
484,"root vegetables"
484,"domestic eggs"
484,"rolls/buns"
484,"flour"
484,"rice"
484,"organic products"
484,"misc. beverages"
484,"napkins"
485,"bottled beer"
486,"bottled water"
486,"bottled beer"
486,"napkins"
487,"meat"
487,"other vegetables"
487,"hard cheese"
487,"frozen meals"
487,"bottled water"
487,"soda"
488,"dessert"
488,"candy"
489,"other vegetables"
489,"packaged fruit/vegetables"
489,"UHT-milk"
489,"bottled water"
490,"beverages"
490,"rolls/buns"
490,"soda"
491,"ham"
491,"mustard"
491,"canned fish"
492,"specialty bar"
493,"brown bread"
493,"soda"
493,"salty snack"
493,"shopping bags"
494,"whole milk"
494,"cream cheese "
494,"coffee"
495,"rolls/buns"
495,"pastry"
495,"red/blush wine"
496,"bottled beer"
496,"nut snack"
497,"pet care"
497,"bottled beer"
498,"citrus fruit"
498,"other vegetables"
498,"soda"
499,"pork"
499,"other vegetables"
499,"frozen vegetables"
499,"hygiene articles"
500,"other vegetables"
500,"shopping bags"
501,"white wine"
501,"detergent"
502,"whole milk"
502,"dessert"
502,"bottled water"
503,"pip fruit"
503,"white wine"
503,"shopping bags"
504,"sugar"
504,"soda"
504,"bottled beer"
505,"tropical fruit"
505,"pip fruit"
505,"rolls/buns"
505,"coffee"
505,"fruit/vegetable juice"
505,"candy"
506,"root vegetables"
506,"cream cheese "
506,"spread cheese"
506,"frozen dessert"
506,"white bread"
506,"bottled water"
506,"soda"
506,"misc. beverages"
506,"fruit/vegetable juice"
506,"bottled beer"
507,"soda"
507,"misc. beverages"
508,"whole milk"
508,"curd"
509,"tropical fruit"
509,"other vegetables"
509,"yogurt"
509,"bottled water"
509,"male cosmetics"
510,"white bread"
510,"brown bread"
511,"brown bread"
511,"sugar"
511,"hygiene articles"
512,"tropical fruit"
512,"root vegetables"
512,"coffee"
512,"bottled water"
512,"red/blush wine"
512,"candy"
512,"house keeping products"
512,"shopping bags"
513,"domestic eggs"
514,"coffee"
514,"detergent"
514,"hygiene articles"
514,"photo/film"
515,"soda"
516,"whole milk"
517,"bottled beer"
518,"pork"
518,"beef"
518,"berries"
518,"packaged fruit/vegetables"
518,"whole milk"
518,"mayonnaise"
518,"frozen fish"
518,"frozen potato products"
518,"oil"
518,"mustard"
518,"cat food"
518,"coffee"
518,"soda"
518,"chocolate"
518,"dish cleaner"
518,"napkins"
518,"newspapers"
519,"other vegetables"
519,"yogurt"
520,"yogurt"
520,"bottled water"
520,"dishes"
521,"sparkling wine"
522,"bottled water"
522,"candy"
523,"citrus fruit"
523,"berries"
523,"other vegetables"
523,"butter milk"
523,"sugar"
523,"fruit/vegetable juice"
523,"hygiene articles"
524,"hamburger meat"
524,"root vegetables"
524,"other vegetables"
524,"whole milk"
524,"rolls/buns"
525,"packaged fruit/vegetables"
525,"seasonal products"
526,"other vegetables"
526,"margarine"
527,"soda"
528,"whole milk"
528,"yogurt"
528,"frozen potato products"
528,"margarine"
528,"bottled water"
528,"fruit/vegetable juice"
528,"salty snack"
529,"herbs"
529,"yogurt"
530,"citrus fruit"
530,"spread cheese"
530,"rolls/buns"
530,"soda"
531,"misc. beverages"
532,"female sanitary products"
533,"soda"
534,"tropical fruit"
534,"whole milk"
534,"beverages"
534,"white bread"
534,"pasta"
534,"shopping bags"
535,"soda"
535,"female sanitary products"
536,"white bread"
536,"bottled water"
536,"soda"
536,"waffles"
537,"coffee"
537,"chewing gum"
537,"chocolate marshmallow"
538,"tropical fruit"
538,"root vegetables"
538,"whole milk"
538,"frozen vegetables"
538,"honey"
538,"baking powder"
538,"coffee"
538,"red/blush wine"
538,"chocolate marshmallow"
539,"pork"
539,"pip fruit"
539,"whole milk"
539,"butter milk"
540,"citrus fruit"
540,"bottled water"
541,"frankfurter"
542,"frankfurter"
542,"rolls/buns"
543,"frankfurter"
543,"tropical fruit"
543,"pip fruit"
543,"curd"
543,"UHT-milk"
543,"hard cheese"
543,"domestic eggs"
543,"rolls/buns"
543,"hygiene articles"
543,"napkins"
543,"shopping bags"
544,"other vegetables"
545,"yogurt"
545,"fruit/vegetable juice"
545,"newspapers"
546,"sausage"
546,"whole milk"
546,"yogurt"
546,"brown bread"
546,"cereals"
546,"bottled water"
546,"soda"
547,"whole milk"
548,"pip fruit"
548,"whole milk"
548,"curd"
548,"pastry"
548,"bottled water"
549,"whole milk"
550,"root vegetables"
550,"other vegetables"
551,"onions"
551,"fruit/vegetable juice"
552,"specialty chocolate"
553,"hamburger meat"
553,"domestic eggs"
554,"photo/film"
555,"rolls/buns"
555,"soda"
555,"snack products"
555,"newspapers"
556,"canned beer"
557,"canned beer"
558,"other vegetables"
558,"curd"
558,"frozen meals"
558,"frozen potato products"
558,"soda"
558,"bottled beer"
558,"kitchen towels"
558,"candles"
559,"canned beer"
560,"curd"
560,"whipped/sour cream"
560,"rolls/buns"
560,"zwieback"
560,"spices"
561,"butter"
561,"fruit/vegetable juice"
561,"newspapers"
562,"other vegetables"
562,"whole milk"
562,"yogurt"
562,"domestic eggs"
562,"bottled water"
562,"soda"
563,"whole milk"
564,"beef"
564,"tropical fruit"
564,"herbs"
564,"whole milk"
564,"curd"
564,"yogurt"
564,"whipped/sour cream"
564,"sliced cheese"
565,"sausage"
565,"rolls/buns"
566,"soda"
567,"fruit/vegetable juice"
567,"long life bakery product"
568,"rolls/buns"
568,"coffee"
568,"long life bakery product"
568,"detergent"
568,"shopping bags"
569,"pip fruit"
569,"whole milk"
569,"bottled water"
569,"candy"
570,"frozen vegetables"
570,"bottled beer"
570,"liquor (appetizer)"
570,"chewing gum"
570,"napkins"
570,"newspapers"
571,"beverages"
572,"hamburger meat"
572,"root vegetables"
572,"other vegetables"
572,"domestic eggs"
572,"roll products "
572,"oil"
572,"margarine"
572,"hygiene articles"
573,"root vegetables"
573,"other vegetables"
573,"whole milk"
573,"yogurt"
573,"fruit/vegetable juice"
573,"white wine"
574,"canned beer"
575,"frozen vegetables"
575,"bottled beer"
576,"canned beer"
577,"newspapers"
578,"rolls/buns"
579,"hamburger meat"
579,"UHT-milk"
579,"salty snack"
580,"pip fruit"
580,"whole milk"
580,"curd"
580,"rum"
581,"canned beer"
582,"grapes"
582,"root vegetables"
582,"frozen vegetables"
582,"domestic eggs"
582,"white wine"
583,"root vegetables"
583,"packaged fruit/vegetables"
583,"butter"
583,"whipped/sour cream"
583,"rolls/buns"
584,"citrus fruit"
584,"frozen vegetables"
584,"rolls/buns"
584,"canned beer"
584,"salty snack"
585,"cling film/bags"
585,"pot plants"
586,"frankfurter"
586,"whole milk"
586,"rolls/buns"
586,"margarine"
586,"baking powder"
586,"bottled beer"
587,"whole milk"
587,"red/blush wine"
588,"pork"
588,"tropical fruit"
588,"whole milk"
588,"curd"
588,"yogurt"
588,"hard cheese"
588,"frozen meals"
588,"frozen dessert"
588,"domestic eggs"
588,"cereals"
588,"baking powder"
588,"fruit/vegetable juice"
588,"soap"
589,"chicken"
589,"pastry"
590,"sausage"
590,"dish cleaner"
590,"dishes"
591,"specialty bar"
592,"whipped/sour cream"
592,"pastry"
592,"specialty bar"
593,"root vegetables"
593,"brown bread"
594,"rolls/buns"
594,"soda"
595,"other vegetables"
595,"bottled beer"
595,"red/blush wine"
596,"citrus fruit"
596,"tropical fruit"
596,"berries"
596,"root vegetables"
596,"other vegetables"
596,"whole milk"
596,"butter"
596,"bottled water"
596,"rubbing alcohol"
596,"hygiene articles"
596,"napkins"
597,"whole milk"
597,"processed cheese"
597,"brown bread"
597,"pastry"
597,"soda"
598,"frankfurter"
598,"sausage"
598,"tropical fruit"
598,"root vegetables"
598,"whole milk"
598,"yogurt"
598,"rolls/buns"
598,"pastry"
598,"candy"
599,"coffee"
599,"long life bakery product"
600,"ham"
600,"rolls/buns"
600,"white wine"
601,"canned beer"
602,"canned beer"
603,"canned beer"
604,"pip fruit"
604,"whole milk"
604,"canned fish"
605,"pork"
605,"pip fruit"
605,"other vegetables"
605,"whole milk"
605,"curd"
605,"white bread"
605,"sugar"
605,"bottled water"
605,"soda"
606,"soap"
607,"pip fruit"
607,"butter"
607,"frozen meals"
607,"pasta"
607,"bottled water"
608,"beef"
608,"hamburger meat"
608,"citrus fruit"
608,"whole milk"
608,"mustard"
608,"soap"
609,"sausage"
609,"meat"
609,"other vegetables"
609,"whole milk"
609,"yogurt"
609,"rolls/buns"
609,"soda"
609,"bottled beer"
609,"chocolate"
609,"newspapers"
610,"frozen chicken"
611,"soda"
612,"tropical fruit"
612,"curd"
612,"yogurt"
612,"rolls/buns"
612,"brown bread"
612,"bottled water"
612,"bottled beer"
612,"seasonal products"
613,"other vegetables"
614,"beef"
614,"citrus fruit"
614,"curd"
614,"rolls/buns"
614,"oil"
614,"margarine"
614,"specialty bar"
614,"detergent"
614,"newspapers"
615,"meat"
615,"pork"
615,"beef"
615,"citrus fruit"
615,"root vegetables"
615,"other vegetables"
615,"whole milk"
615,"pickled vegetables"
616,"meat"
616,"hamburger meat"
616,"root vegetables"
616,"packaged fruit/vegetables"
616,"whole milk"
616,"butter"
616,"newspapers"
617,"bottled water"
617,"soda"
617,"red/blush wine"
617,"long life bakery product"
617,"newspapers"
618,"rolls/buns"
619,"pastry"
619,"canned beer"
620,"pork"
620,"whole milk"
620,"pastry"
620,"sauces"
621,"pip fruit"
621,"sliced cheese"
621,"pastry"
621,"white wine"
621,"light bulbs"
621,"newspapers"
622,"beef"
622,"citrus fruit"
622,"tropical fruit"
622,"yogurt"
622,"UHT-milk"
622,"frozen vegetables"
622,"rolls/buns"
622,"bottled water"
622,"skin care"
623,"beef"
623,"citrus fruit"
623,"berries"
623,"brown bread"
623,"sugar"
623,"coffee"
623,"kitchen towels"
624,"rolls/buns"
624,"spices"
625,"citrus fruit"
625,"tropical fruit"
625,"herbs"
625,"whole milk"
625,"butter"
625,"curd"
625,"whipped/sour cream"
625,"frozen vegetables"
625,"canned vegetables"
625,"misc. beverages"
626,"meat"
626,"beef"
626,"herbs"
626,"whole milk"
626,"frozen dessert"
626,"rolls/buns"
626,"semi-finished bread"
626,"flour"
626,"oil"
626,"coffee"
626,"pot plants"
627,"beverages"
627,"pastry"
627,"bottled water"
628,"beef"
628,"citrus fruit"
628,"other vegetables"
628,"rolls/buns"
629,"ham"
629,"whole milk"
629,"white bread"
629,"margarine"
629,"hair spray"
630,"hamburger meat"
630,"whole milk"
630,"oil"
630,"ketchup"
630,"soups"
630,"Instant food products"
630,"canned fish"
630,"coffee"
630,"bottled beer"
630,"hygiene articles"
630,"newspapers"
631,"beef"
631,"citrus fruit"
631,"other vegetables"
631,"butter milk"
631,"sliced cheese"
631,"processed cheese"
631,"rolls/buns"
631,"margarine"
631,"bottled water"
631,"fruit/vegetable juice"
632,"beef"
632,"citrus fruit"
632,"whole milk"
632,"domestic eggs"
632,"rolls/buns"
632,"pastry"
632,"roll products "
632,"tea"
632,"fruit/vegetable juice"
633,"root vegetables"
633,"whole milk"
633,"detergent"
634,"citrus fruit"
634,"tropical fruit"
634,"grapes"
634,"other vegetables"
634,"frozen vegetables"
634,"pickled vegetables"
634,"fruit/vegetable juice"
634,"liquor"
634,"rum"
634,"liquor (appetizer)"
634,"candy"
634,"cling film/bags"
635,"yogurt"
635,"bottled water"
636,"tropical fruit"
636,"root vegetables"
636,"other vegetables"
636,"whipped/sour cream"
636,"brown bread"
636,"canned fish"
636,"long life bakery product"
637,"frankfurter"
637,"root vegetables"
637,"newspapers"
638,"beef"
638,"other vegetables"
638,"whole milk"
638,"brown bread"
638,"pastry"
638,"salty snack"
638,"abrasive cleaner"
638,"shopping bags"
639,"shopping bags"
640,"canned beer"
641,"rolls/buns"
641,"canned beer"
642,"other vegetables"
642,"rolls/buns"
642,"meat spreads"
642,"bottled water"
642,"soda"
642,"misc. beverages"
642,"waffles"
642,"chocolate"
642,"candy"
643,"hamburger meat"
643,"other vegetables"
643,"yogurt"
643,"rolls/buns"
643,"bottled water"
644,"hamburger meat"
644,"citrus fruit"
644,"root vegetables"
644,"rolls/buns"
644,"Instant food products"
644,"canned fish"
644,"bottled water"
644,"soda"
644,"fruit/vegetable juice"
644,"napkins"
645,"frankfurter"
645,"sausage"
645,"domestic eggs"
645,"soda"
645,"chewing gum"
645,"shopping bags"
646,"bottled beer"
647,"tropical fruit"
647,"domestic eggs"
647,"rolls/buns"
647,"pastry"
648,"soda"
649,"frankfurter"
649,"root vegetables"
649,"onions"
649,"other vegetables"
649,"white bread"
649,"canned beer"
650,"chicken"
650,"hamburger meat"
650,"herbs"
650,"whipped/sour cream"
650,"soups"
650,"soda"
650,"canned beer"
650,"dish cleaner"
650,"napkins"
650,"cling film/bags"
651,"coffee"
651,"soda"
652,"whole milk"
653,"margarine"
654,"tropical fruit"
654,"other vegetables"
655,"meat"
655,"other vegetables"
656,"cream cheese "
656,"bottled water"
656,"canned beer"
